,Incident Unique ID,Incident Date & Time,Street Name,Borough,Zip Code,Incident Description Details,Injury Count,Fatality Count
10,1000001332.0,2021-01-08 11:50:00,Third Avenue,Manhattan,10017.0,"As reported by fitter: Fitter was tied off at the time he was erecting a baker scaffold on the 19th floor. One section was completed and the fitter was installing safety pins in the other side when the scaffolding collapsed in, on itself whilst he was on the platform. The fitter fell straight down, landing on his feet and fell to one knee. In the process of the fall, it resulted in a dislocated right shoulder, bruised back and right knee and pain in left forearm.",1.0,0.0
11,1000001334.0,2021-01-11 12:00:00,Kent Ave,Brooklyn,11249.0,"the worker was walking/climbing up a ladder at approximately8' height, lost his footing, and fell through the rung/step",1.0,0.0
12,1000001335.0,2021-01-12 07:30:00,Columbus Circle,Manhattan,10019.0,"The individual was waiting for the elevator on the 5th floor when he started feeling chest tightness, went directly to the on site medic. He is a veteran and had a PTSD attack, took his medication and he felt better. Left on his own will in an ambulance.",1.0,0.0
13,1000001336.0,2021-01-08 10:00:00,Parsons Boulevard,Queens,11432.0,The worker was struck by a concrete core that fell from above.,1.0,0.0
14,1000001337.0,2021-01-12 19:20:00,Bayview Avenue,Brooklyn,11224.0,"On January 12, 2021 at 7:20AM Adams employee Manuel Penaloza was moving masonry blocks when he felt a strain to his right shoulder.  Mr. Penaloza immediately reported the incident to safety manager Tracey Gardner then sat in the trailer for a while to see if it got better.   Around 9AM Mr. Penaloza left the site stating he would be going to an urgent care facility.  There were no witnesses. ",1.0,0.0
15,1000001338.0,2021-01-13 09:00:00,Park Ave,Manhattan,10017.0,"Carpenters were performing form stripping operations. A piece of form work, 3'x2""x3"" fell though a gap in the floor to a lower level and struck an ironworker who was performing firewatch duty at the time. The ironworker was struck on the right knee area. He was taken to the hospital via ambulance. All the work being performed was in MTA space at the express level  of the Metro North Railroad, below grade at the H column line for the 270 Park Ave project.",1.0,0.0
16,1000001339.0,2021-01-14 21:30:00,Johnson Avenue,Brooklyn,11206.0,Reported to have fallen off of an extension ladder while desending into 10' vault.  No witnesses to incident.  Injured worker was removed from vault by FDNY and transported to Elmhurst Hospital for further medical attention.,1.0,0.0
17,1000001340.0,2021-01-15 07:32:00,Claremont Avenue,Manhattan,10027.0,Worker while bending down to pick up his tools accidently bumped his eye on a column brace causing a minor cut to his right eye. As a precautionary measurement worker was sent to local hospital.,1.0,0.0
18,1000001341.0,2021-01-13 12:15:00,Lincoln Center Plaza,Manhattan,10023.0,"While operating a lift on-site, the lift made contact with the shoulder of a security guard for Lincoln Center/Julliard.  Based on verbal information from Lincoln Center/Julliard, the security guard went to an urgent care.  Requests for written confirmation and additional information have been made to Lincoln Center/Julliard, but no other information has been provided to date on the security guard.",1.0,0.0
19,1000001342.0,2021-01-13 12:45:00,West 57th Street,Manhattan,10019.0,"The person who the ambulance was called for is the taping foreman.  He just finished eating lunch when he started to experience chest pains and sweating.  The on site medic took his blood pressure and it was low.  While on the phone with DOB Incident he told us that he ate ""chicken, rice, papas, and hot sauce.""  (Note: Hot Sauce has been around for ""a couple of weeks."")",1.0,0.0
20,1000001343.0,2021-01-12 14:35:00,57th Ave,Queens,11101.0,Worker fell from flatbed truck while handling rebar to be picked to working deck.,1.0,0.0
21,1000001344.0,2021-01-15 07:00:00,Flatlands Ave,Brooklyn,11236.0,"Starting generator for temp power. The generator pull cord and safety shroud was missing so employee utilized makeshift pull cord. Upon starting of generator, the makeshift pull cord pulled the employee's hand back into the spinning rotor and amputated a small part of the worker's left index finger, above the first knuckle.",1.0,0.0
22,1000001345.0,2021-01-15 14:35:00,Eagle,Brooklyn,11222.0,"Worker was removing ply wood off a temporary platform and miss stepped in between planking and the steel support. He fell 4 feet to the floor. worker was experiencing discomfort in his abdominals he was being attended to by the project medic. it was decided to call for an ambulance for additional medical. SSM called DOB Accident hotline and informed agent Burton of the incident, approximately 20 minuets latter DOB Inspector Gibbs arrived on-site to perform his inspection.",1.0,0.0
23,1000001346.0,2021-01-18 11:00:00,Fifth Avenue,Manhattan,10103.0,"A STEAMFITTER WAS STANDING ON THE 5TH STEP OF LADDER. WHEN DECENDING OFF THE LADDER, THE LADDER KICKED OUT FROM SIDE. CAUSINGWORKER TO FALL APPROXIMATELY  4 FEET AND LANDING ON HIS KNEE.WORKER TAKEN TO HOSPITAL FOR X-RAYS",1.0,0.0
24,1000001347.0,2021-01-15 12:00:00,East 70th Street,Manhattan,10021.0,A worker was pushing a mini debris container and accidentally pinched his hand between the container and the wall causing a small laceration. The worker was to escorted off-site for treatment.,1.0,0.0
25,1000001350.0,2021-01-20 10:00:00,W. 33rd Street,Brooklyn,11224.0,On 1/20/21 at approximately 10AM Adams European employee Shannon Smalls was walking within the work area when he tripped and fell. As he fell his right hand came in contact with a metal bracket on a section of conduit which caused a laceration near the pinky knuckle. Mr. Smalls was driven by a co-worker to a local urgent care facility for medical attention. There were no witnesses.,1.0,0.0
26,1000001355.0,2021-01-25 09:40:00,St. Ann's Avenue,Bronx,10454.0,The worker was screwing a roughly 4' x 4' piece of Sheetrock when he says he believes to have a pinched nerve in his lower back. Upon feeling discomfort the worker stepped down himself from the scissor lift and laid down on a stack of sheet rock until he received medical attention. No other bodily injuries had resulted from this incident.,1.0,0.0
27,1000001361.0,2021-01-19 06:00:00,Hylan Boulevard,Staten Island,10306.0,"Worker was walking up stairs on 1/19/21 at 6 a.m.  Right foot slipped on debris.  Worker reports he did not fall or trip, but felt like he pulled something in his foot.  The worker aggravated it again on 1/22/21.  Worker continues to work.  Kimco was notified of incident on 01/26/27.",1.0,0.0
28,1000001365.0,2021-01-27 15:00:00,River Avenue,Bronx,10452.0,Worker was positioning foundation rebar on concrete blocks when the MAT slipped off a block and smashed his left hand index finger. No other injuries' reported.,1.0,0.0
29,1000001366.0,2021-01-29 11:00:00,West 28th Street,Manhattan,10001.0,"Based on witness statement, when injured party was taking conduit needed for work from a stored pile leaning on the wall, conduit fell which worker backed away fell and informed broke his right ankle which he was brought to hospital by owner of  electrical company.",1.0,0.0
30,1000001369.0,2021-01-28 09:30:00,Washington Street,Manhattan,10014.0,At approximately 9:30AM a call was made over the radio that a worker needed medical attention on the 3rd floor in one of the shanties located on site. A co worker went to his shanty and found a worker laying on the ground unconscious. We alerted our on site medic and contacted 911 immediately. Upon arrival emergency services were able to bring the worker back to a responsive state and left the site in good spirits for further evaluation. The worker did not recall what happened before he passed out and there was no proof that any construction related activities were involved in the incident.,1.0,0.0
31,1000001370.0,2021-01-29 10:50:00,Washington Street,Manhattan,10014.0,A worker on site reported an aluminum scaffolding plank was found on Washington Street. Unsure of how it got there but a weather advisory is in place for high winds which were in the area. No property damage or injuries were reported or observed.,1.0,0.0
32,1000001371.0,2021-01-26 08:30:00,Guernsey Street,Brooklyn,11222.0,"Worker, while installing safety railing, moved heavy subflooring panel by himself, without requesting help. He slipped between two floor joists and fell 3.5 to 4 feet to the first floor slab below, where he tripped and hit an installed plumbing pipe with his back. Worker did not request ambulance, stated his back hurt, and that he wanted to go to his own doctor to have it looked at. He left the job under his own power and get in his own car and left.",1.0,0.0
33,1000001373.0,2021-01-28 12:00:00,3rd ave,Bronx,10451.0,The worker was removing re shores and cut his right middle finger on the re shore.,1.0,0.0
34,1000001374.0,2021-01-29 10:00:00,Johnson Avenue,Brooklyn,11206.0,"In the Southwest corner of studio 5, the electrician Michael Farino was working in a boom lift, He was working on overhead hangers to support conduit. Otis Coombs had snuck behind the machine to grab tools from another lift nearby. Farino then moved the lift slightly to adjust position and Coombs was struck in the left ankle when the wheels turned. The lift was not being moved to relocate, only adjusted to perform work.",1.0,0.0
35,1000001375.0,2021-01-29 09:00:00,West 47th Street,Manhattan,10036.0,Worker slipped on ice when working on 7th floor south terrace numbering exterior panels for install,1.0,0.0
36,1000001413.0,2021-01-22 12:00:00,57th avenue,Queens,11101.0,"pre-shift.....worker was going to work and slipped on the ladder while climbing and fell about 2 feet backwards on to the floor. Worker complained about back and neck problems and could not be moved, so an ambulance was called and brought to the nearest hospital. The worker was treated and released the same day.",1.0,0.0
37,,,,,,,,
38,,,,,,,,
39,,,,,,,,
40,,,,,,,,
41,,,,,,,,
42,,,,,,,,
43,,,,,,,,
44,,,,,,,,
45,,,,,,,,
46,,,,,,,,
47,,,,,,,,
48,,,,,,,,
49,,,,,,,,
50,,,,,,,,
51,,,,,,,,
52,,,,,,,,
53,,,,,,,,
54,,,,,,,,
55,,,,,,,,
56,,,,,,,,
57,,,,,,,,
58,,,,,,,,
59,,,,,,,,
60,,,,,,,,
61,,,,,,,,
62,,,,,,,,
63,,,,,,,,
64,,,,,,,,
65,,,,,,,,
66,,,,,,,,
67,,,,,,,,
68,,,,,,,,
69,,,,,,,,
70,,,,,,,,
71,,,,,,,,
72,,,,,,,,
73,,,,,,,,
74,,,,,,,,
75,,,,,,,,
76,,,,,,,,
77,,,,,,,,
78,,,,,,,,
79,,,,,,,,
80,,,,,,,,
81,,,,,,,,
82,,,,,,,,
83,,,,,,,,
84,,,,,,,,
85,,,,,,,,
86,,,,,,,,
87,,,,,,,,
88,,,,,,,,
89,,,,,,,,
90,,,,,,,,
91,,,,,,,,
92,,,,,,,,
93,,,,,,,,
94,,,,,,,,
95,,,,,,,,
96,,,,,,,,
97,,,,,,,,
98,,,,,,,,
99,,,,,,,,
100,,,,,,,,
101,,,,,,,,
102,,,,,,,,
103,,,,,,,,
104,,,,,,,,
105,,,,,,,,
106,,,,,,,,
107,,,,,,,,
108,,,,,,,,
109,,,,,,,,
110,,,,,,,,
111,,,,,,,,
112,,,,,,,,
113,,,,,,,,
114,,,,,,,,
115,,,,,,,,
116,,,,,,,,
117,,,,,,,,
118,,,,,,,,
119,,,,,,,,
120,,,,,,,,
121,,,,,,,,
122,,,,,,,,
123,,,,,,,,
124,,,,,,,,
125,,,,,,,,
126,,,,,,,,
127,,,,,,,,
128,,,,,,,,
129,,,,,,,,
130,,,,,,,,
131,,,,,,,,
132,,,,,,,,
133,,,,,,,,
134,,,,,,,,
135,,,,,,,,
136,,,,,,,,
137,,,,,,,,
138,,,,,,,,
139,,,,,,,,
140,,,,,,,,
141,,,,,,,,
142,,,,,,,,
143,,,,,,,,
144,,,,,,,,
145,,,,,,,,
146,,,,,,,,
147,,,,,,,,
148,,,,,,,,
149,,,,,,,,
150,,,,,,,,
151,,,,,,,,
152,,,,,,,,
153,,,,,,,,
154,,,,,,,,
155,,,,,,,,
156,,,,,,,,
157,,,,,,,,
158,,,,,,,,
159,,,,,,,,
160,,,,,,,,
161,,,,,,,,
162,,,,,,,,
163,,,,,,,,
164,,,,,,,,
165,,,,,,,,
166,,,,,,,,
167,,,,,,,,
168,,,,,,,,
169,,,,,,,,
170,,,,,,,,
171,,,,,,,,
172,,,,,,,,
173,,,,,,,,
174,,,,,,,,
175,,,,,,,,
176,,,,,,,,
177,,,,,,,,
178,,,,,,,,
179,,,,,,,,
180,,,,,,,,
181,,,,,,,,
182,,,,,,,,
183,,,,,,,,
184,,,,,,,,
185,,,,,,,,
186,,,,,,,,
187,,,,,,,,
188,,,,,,,,
189,,,,,,,,
190,,,,,,,,
191,,,,,,,,
192,,,,,,,,
193,,,,,,,,
194,,,,,,,,
195,,,,,,,,
196,,,,,,,,
197,,,,,,,,
198,,,,,,,,
199,,,,,,,,
200,,,,,,,,
201,,,,,,,,
202,,,,,,,,
203,,,,,,,,
204,,,,,,,,
205,,,,,,,,
206,,,,,,,,
207,,,,,,,,
208,,,,,,,,
209,,,,,,,,
210,,,,,,,,
211,,,,,,,,
212,,,,,,,,
213,,,,,,,,
214,,,,,,,,
215,,,,,,,,
216,,,,,,,,
217,,,,,,,,
218,,,,,,,,
219,,,,,,,,
220,,,,,,,,
221,,,,,,,,
222,,,,,,,,
223,,,,,,,,
224,,,,,,,,
225,,,,,,,,
226,,,,,,,,
227,,,,,,,,
228,,,,,,,,
229,,,,,,,,
230,,,,,,,,
231,,,,,,,,
232,,,,,,,,
233,,,,,,,,
234,,,,,,,,
235,,,,,,,,
236,,,,,,,,
237,,,,,,,,
238,,,,,,,,
239,,,,,,,,
240,,,,,,,,
241,,,,,,,,
242,,,,,,,,
243,,,,,,,,
244,,,,,,,,
245,,,,,,,,
246,,,,,,,,
247,,,,,,,,
248,,,,,,,,
249,,,,,,,,
250,,,,,,,,
251,,,,,,,,
252,,,,,,,,
253,,,,,,,,
254,,,,,,,,
255,,,,,,,,
256,,,,,,,,
257,,,,,,,,
258,,,,,,,,
259,,,,,,,,
260,,,,,,,,
261,,,,,,,,
262,,,,,,,,
263,,,,,,,,
264,,,,,,,,
265,,,,,,,,
266,,,,,,,,
267,,,,,,,,
268,,,,,,,,
269,,,,,,,,
270,,,,,,,,
271,,,,,,,,
272,,,,,,,,
273,,,,,,,,
274,,,,,,,,
275,,,,,,,,
276,,,,,,,,
277,,,,,,,,
278,,,,,,,,
279,,,,,,,,
280,,,,,,,,
281,,,,,,,,
282,,,,,,,,
283,,,,,,,,
284,,,,,,,,
285,,,,,,,,
286,,,,,,,,
287,,,,,,,,
288,,,,,,,,
289,,,,,,,,
290,,,,,,,,
291,,,,,,,,
292,,,,,,,,
293,,,,,,,,
294,,,,,,,,
295,,,,,,,,
296,,,,,,,,
297,,,,,,,,
298,,,,,,,,
299,,,,,,,,
300,,,,,,,,
301,,,,,,,,
302,,,,,,,,
303,,,,,,,,
304,,,,,,,,
305,,,,,,,,
306,,,,,,,,
307,,,,,,,,
308,,,,,,,,
309,,,,,,,,
310,,,,,,,,
311,,,,,,,,
312,,,,,,,,
313,,,,,,,,
314,,,,,,,,
315,,,,,,,,
316,,,,,,,,
317,,,,,,,,
318,,,,,,,,
319,,,,,,,,
320,,,,,,,,
321,,,,,,,,
322,,,,,,,,
323,,,,,,,,
324,,,,,,,,
325,,,,,,,,
326,,,,,,,,
327,,,,,,,,
328,,,,,,,,
329,,,,,,,,
330,,,,,,,,
331,,,,,,,,
332,,,,,,,,
333,,,,,,,,
334,,,,,,,,
335,,,,,,,,
336,,,,,,,,
337,,,,,,,,
338,,,,,,,,
339,,,,,,,,
340,,,,,,,,
341,,,,,,,,
342,,,,,,,,
343,,,,,,,,
344,,,,,,,,
345,,,,,,,,
346,,,,,,,,
347,,,,,,,,
348,,,,,,,,
349,,,,,,,,
350,,,,,,,,
351,,,,,,,,
352,,,,,,,,
353,,,,,,,,
354,,,,,,,,
355,,,,,,,,
356,,,,,,,,
357,,,,,,,,
358,,,,,,,,
359,,,,,,,,
360,,,,,,,,
361,,,,,,,,
362,,,,,,,,
363,,,,,,,,
364,,,,,,,,
365,,,,,,,,
366,,,,,,,,
367,,,,,,,,
368,,,,,,,,
369,,,,,,,,
370,,,,,,,,
371,,,,,,,,
372,,,,,,,,
373,,,,,,,,
374,,,,,,,,
375,,,,,,,,
376,,,,,,,,
377,,,,,,,,
378,,,,,,,,
379,,,,,,,,
380,,,,,,,,
381,,,,,,,,
382,,,,,,,,
383,,,,,,,,
384,,,,,,,,
385,,,,,,,,
386,,,,,,,,
387,,,,,,,,
388,,,,,,,,
389,,,,,,,,
390,,,,,,,,
391,,,,,,,,
392,,,,,,,,
393,,,,,,,,
394,,,,,,,,
395,,,,,,,,
396,,,,,,,,
397,,,,,,,,
398,,,,,,,,
399,,,,,,,,
400,,,,,,,,
401,,,,,,,,
402,,,,,,,,
403,,,,,,,,
404,,,,,,,,
405,,,,,,,,
406,,,,,,,,
407,,,,,,,,
408,,,,,,,,
409,,,,,,,,
410,,,,,,,,
411,,,,,,,,
412,,,,,,,,
413,,,,,,,,
414,,,,,,,,
415,,,,,,,,
416,,,,,,,,
417,,,,,,,,
418,,,,,,,,
419,,,,,,,,
420,,,,,,,,
421,,,,,,,,
422,,,,,,,,
423,,,,,,,,
424,,,,,,,,
425,,,,,,,,
426,,,,,,,,
427,,,,,,,,
428,,,,,,,,
429,,,,,,,,
430,,,,,,,,
431,,,,,,,,
432,,,,,,,,
433,,,,,,,,
434,,,,,,,,
435,,,,,,,,
436,,,,,,,,
437,,,,,,,,
438,,,,,,,,
439,,,,,,,,
440,,,,,,,,
441,,,,,,,,
442,,,,,,,,
443,,,,,,,,
444,,,,,,,,
445,,,,,,,,
446,,,,,,,,
447,,,,,,,,
448,,,,,,,,
449,,,,,,,,
450,,,,,,,,
451,,,,,,,,
452,,,,,,,,
453,,,,,,,,
454,,,,,,,,
455,,,,,,,,
456,,,,,,,,
457,,,,,,,,
458,,,,,,,,
459,,,,,,,,
460,,,,,,,,
461,,,,,,,,
462,,,,,,,,
463,,,,,,,,
464,,,,,,,,
465,,,,,,,,
466,,,,,,,,
467,,,,,,,,
468,,,,,,,,
469,,,,,,,,
470,,,,,,,,
471,,,,,,,,
472,,,,,,,,
473,,,,,,,,
474,,,,,,,,
475,,,,,,,,
476,,,,,,,,
477,,,,,,,,
478,,,,,,,,
479,,,,,,,,
480,,,,,,,,
481,,,,,,,,
482,,,,,,,,
483,,,,,,,,
484,,,,,,,,
485,,,,,,,,
486,,,,,,,,
487,,,,,,,,
488,,,,,,,,
489,,,,,,,,
490,,,,,,,,
491,,,,,,,,
492,,,,,,,,
493,,,,,,,,
494,,,,,,,,
495,,,,,,,,
496,,,,,,,,
497,,,,,,,,
498,,,,,,,,
499,,,,,,,,
500,,,,,,,,
501,,,,,,,,
502,,,,,,,,
503,,,,,,,,
504,,,,,,,,
505,,,,,,,,
506,,,,,,,,
507,,,,,,,,
508,,,,,,,,
509,,,,,,,,
510,,,,,,,,
511,,,,,,,,
512,,,,,,,,
513,,,,,,,,
514,,,,,,,,
515,,,,,,,,
516,,,,,,,,
517,,,,,,,,
518,,,,,,,,
519,,,,,,,,
520,,,,,,,,
521,,,,,,,,
522,,,,,,,,
523,,,,,,,,
524,,,,,,,,
525,,,,,,,,
526,,,,,,,,
527,,,,,,,,
528,,,,,,,,
529,,,,,,,,
530,,,,,,,,
531,,,,,,,,
532,,,,,,,,
533,,,,,,,,
534,,,,,,,,
535,,,,,,,,
536,,,,,,,,
537,,,,,,,,
538,,,,,,,,
539,,,,,,,,
540,,,,,,,,
541,,,,,,,,
542,,,,,,,,
543,,,,,,,,
544,,,,,,,,
545,,,,,,,,
546,,,,,,,,
547,,,,,,,,
548,,,,,,,,
549,,,,,,,,
550,,,,,,,,
551,,,,,,,,
552,,,,,,,,
553,,,,,,,,
554,,,,,,,,
555,,,,,,,,
556,,,,,,,,
557,,,,,,,,
558,,,,,,,,
559,,,,,,,,
560,,,,,,,,
561,,,,,,,,
562,,,,,,,,
563,,,,,,,,
564,,,,,,,,
565,,,,,,,,
566,,,,,,,,
567,,,,,,,,
568,,,,,,,,
569,,,,,,,,
570,,,,,,,,
571,,,,,,,,
572,,,,,,,,
573,,,,,,,,
574,,,,,,,,
575,,,,,,,,
576,,,,,,,,
577,,,,,,,,
578,,,,,,,,
579,,,,,,,,
580,,,,,,,,
581,,,,,,,,
582,,,,,,,,
583,,,,,,,,
584,,,,,,,,
585,,,,,,,,
586,,,,,,,,
587,,,,,,,,
588,,,,,,,,
589,,,,,,,,
590,,,,,,,,
591,,,,,,,,
592,,,,,,,,
593,,,,,,,,
594,,,,,,,,
595,,,,,,,,
596,,,,,,,,
597,,,,,,,,
598,,,,,,,,
599,,,,,,,,
600,,,,,,,,
601,,,,,,,,
602,,,,,,,,
603,,,,,,,,
604,,,,,,,,
605,,,,,,,,
606,,,,,,,,
607,,,,,,,,
608,,,,,,,,
609,,,,,,,,
610,,,,,,,,
611,,,,,,,,
612,,,,,,,,
613,,,,,,,,
614,,,,,,,,
615,,,,,,,,
616,,,,,,,,
617,,,,,,,,
618,,,,,,,,
619,,,,,,,,
620,,,,,,,,
621,,,,,,,,
622,,,,,,,,
623,,,,,,,,
624,,,,,,,,
625,,,,,,,,
626,,,,,,,,
627,,,,,,,,
628,,,,,,,,
629,,,,,,,,
630,,,,,,,,
631,,,,,,,,
632,,,,,,,,
633,,,,,,,,
634,,,,,,,,
635,,,,,,,,
636,,,,,,,,
637,,,,,,,,
638,,,,,,,,
639,,,,,,,,
640,,,,,,,,
641,,,,,,,,
642,,,,,,,,
643,,,,,,,,
644,,,,,,,,
645,,,,,,,,
646,,,,,,,,
647,,,,,,,,
648,,,,,,,,
649,,,,,,,,
650,,,,,,,,
651,,,,,,,,
652,,,,,,,,
653,,,,,,,,
654,,,,,,,,
655,,,,,,,,
656,,,,,,,,
657,,,,,,,,
658,,,,,,,,
659,,,,,,,,
660,,,,,,,,
661,,,,,,,,
662,,,,,,,,
663,,,,,,,,
664,,,,,,,,
665,,,,,,,,
666,,,,,,,,
667,,,,,,,,
668,,,,,,,,
669,,,,,,,,
670,,,,,,,,
671,,,,,,,,
672,,,,,,,,
673,,,,,,,,
674,,,,,,,,
675,,,,,,,,
676,,,,,,,,
677,,,,,,,,
678,,,,,,,,
679,,,,,,,,
680,,,,,,,,
681,,,,,,,,
682,,,,,,,,
683,,,,,,,,
684,,,,,,,,
685,,,,,,,,
686,,,,,,,,
687,,,,,,,,
688,,,,,,,,
689,,,,,,,,
690,,,,,,,,
691,,,,,,,,
692,,,,,,,,
693,,,,,,,,
694,,,,,,,,
695,,,,,,,,
696,,,,,,,,
697,,,,,,,,
698,,,,,,,,
699,,,,,,,,
700,,,,,,,,
701,,,,,,,,
702,,,,,,,,
703,,,,,,,,
704,,,,,,,,
705,,,,,,,,
706,,,,,,,,
707,,,,,,,,
708,,,,,,,,
709,,,,,,,,
710,,,,,,,,
711,,,,,,,,
712,,,,,,,,
713,,,,,,,,
714,,,,,,,,
715,,,,,,,,
716,,,,,,,,
717,,,,,,,,
718,,,,,,,,
719,,,,,,,,
720,,,,,,,,
721,,,,,,,,
722,,,,,,,,
723,,,,,,,,
724,,,,,,,,
725,,,,,,,,
726,,,,,,,,
727,,,,,,,,
728,,,,,,,,
729,,,,,,,,
730,,,,,,,,
731,,,,,,,,
732,,,,,,,,
733,,,,,,,,
734,,,,,,,,
735,,,,,,,,
736,,,,,,,,
737,,,,,,,,
738,,,,,,,,
739,,,,,,,,
740,,,,,,,,
741,,,,,,,,
742,,,,,,,,
743,,,,,,,,
744,,,,,,,,
745,,,,,,,,
746,,,,,,,,
747,,,,,,,,
748,,,,,,,,
749,,,,,,,,
750,,,,,,,,
751,,,,,,,,
752,,,,,,,,
753,,,,,,,,
754,,,,,,,,
755,,,,,,,,
756,,,,,,,,
757,,,,,,,,
758,,,,,,,,
759,,,,,,,,
760,,,,,,,,
761,,,,,,,,
762,,,,,,,,
763,,,,,,,,
764,,,,,,,,
765,,,,,,,,
766,,,,,,,,
767,,,,,,,,
768,,,,,,,,
769,,,,,,,,
770,,,,,,,,
771,,,,,,,,
772,,,,,,,,
773,,,,,,,,
774,,,,,,,,
775,,,,,,,,
776,,,,,,,,
777,,,,,,,,
778,,,,,,,,
779,,,,,,,,
780,,,,,,,,
781,,,,,,,,
782,,,,,,,,
783,,,,,,,,
784,,,,,,,,
785,,,,,,,,
786,,,,,,,,
787,,,,,,,,
788,,,,,,,,
789,,,,,,,,
790,,,,,,,,
791,,,,,,,,
792,,,,,,,,
793,,,,,,,,
794,,,,,,,,
795,,,,,,,,
796,,,,,,,,
797,,,,,,,,
798,,,,,,,,
799,,,,,,,,
800,,,,,,,,
801,,,,,,,,
802,,,,,,,,
803,,,,,,,,
804,,,,,,,,
805,,,,,,,,
806,,,,,,,,
807,,,,,,,,
808,,,,,,,,
809,,,,,,,,
810,,,,,,,,
811,,,,,,,,
812,,,,,,,,
813,,,,,,,,
814,,,,,,,,
815,,,,,,,,
816,,,,,,,,
817,,,,,,,,
818,,,,,,,,
819,,,,,,,,
820,,,,,,,,
821,,,,,,,,
822,,,,,,,,
823,,,,,,,,
824,,,,,,,,
825,,,,,,,,
826,,,,,,,,
827,,,,,,,,
828,,,,,,,,
829,,,,,,,,
830,,,,,,,,
831,,,,,,,,
832,,,,,,,,
833,,,,,,,,
834,,,,,,,,
835,,,,,,,,
836,,,,,,,,
837,,,,,,,,
838,,,,,,,,
839,,,,,,,,
840,,,,,,,,
841,,,,,,,,
842,,,,,,,,
843,,,,,,,,
844,,,,,,,,
845,,,,,,,,
846,,,,,,,,
847,,,,,,,,
848,,,,,,,,
849,,,,,,,,
850,,,,,,,,
851,,,,,,,,
852,,,,,,,,
853,,,,,,,,
854,,,,,,,,
855,,,,,,,,
856,,,,,,,,
857,,,,,,,,
858,,,,,,,,
859,,,,,,,,
860,,,,,,,,
861,,,,,,,,
862,,,,,,,,
863,,,,,,,,
864,,,,,,,,
865,,,,,,,,
866,,,,,,,,
867,,,,,,,,
868,,,,,,,,
869,,,,,,,,
870,,,,,,,,
871,,,,,,,,
872,,,,,,,,
873,,,,,,,,
874,,,,,,,,
875,,,,,,,,
876,,,,,,,,
877,,,,,,,,
878,,,,,,,,
